        id    income    aspect  subscriptions  dist_healthy  save_rate  dist_unhealthy       age  pop_dense  retail_dense     crime product  job_11  job_al  job_am  job_ax  job_bf  job_by  job_cv  job_de  job_dz  job_e2  job_f8  job_gj  job_gv  job_kd  job_ke  job_kl  job_kp  job_ks  job_kw  job_mm  job_nb  job_nn  job_ob  job_pe  job_po  job_pq  job_pz  job_qp  job_qw  job_rn  job_sa  job_vv  job_zz  area_a  area_b  area_c  area_d
10      11 -0.399463 -0.862129      -1.255928      8.963493  -0.198571       12.491780  0.584265   0.877953      0.511811  0.383382       c   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False
11      12 -1.101618  0.025319      -0.208449      6.080172  -0.542432       13.335394  0.854321   0.956693      0.555118  0.358427       a   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False
12      13 -0.124239 -0.458743       0.839031      9.289907   0.695467        8.028102  1.394432   0.842520      0.342520  0.050328       e   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False
13      14  0.136939 -1.238622      -0.208449      6.760200  -0.250150       23.597583 -0.225902   0.814961      0.523622  0.146382       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False    True   False   False   False
14      15  0.256870  1.289260      -0.208449     10.024338  -1.006644       15.519179 -0.495957   0.929134      0.712598  0.194898       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False    True   False
15      16 -0.487619 -0.216712       0.839031      4.937724  -0.336115       14.050864  1.124377   0.897638      0.401575  0.208142       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False
16      17 -0.138284 -1.041411       0.839031      6.624195  -0.112606       11.322467  0.044154   0.704724      0.342520  0.360519       c   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False
17      18 -1.419176  0.043247      -0.208449      2.000000  -0.817521       10.083743  0.584265   0.956693      0.574803  0.097588       f   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False
18      19  0.997873  0.267350      -0.208449     17.749463   1.194066       17.062245  0.314210   0.980315      0.629921  0.410846       b   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False
19      20 -0.145357  1.791251       1.886511      5.264137  -0.009448        3.478994 -1.846235   0.657480      0.535433  0.021330       b   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False
20      21 -1.754365 -0.306353       0.839031     10.813171   1.537927        7.670367  1.124377   0.885827      0.397638  0.124773       a   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True
21      22  1.022576  0.356992      -0.208449      3.142448  -0.679976       19.897429  0.044154   0.992126      0.661417  0.096333       c   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False
22      23  1.428290 -1.417904      -0.208449      6.896206  -0.525239       12.085991 -0.495957   0.830709      0.590551  0.684651       c   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False
23      24  0.143912 -0.889021      -1.255928      6.624195  -0.748749       17.884502  0.314210   0.897638      0.547244  0.261955       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False    True   False   False   False
24      25 -0.113581  1.244440      -0.208449      3.142448  -0.748749       16.143881 -0.766013   0.929134      0.744094  0.085320       c   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False    True   False
25      26  0.239239 -0.449779       1.886511      6.950608  -0.112606        4.562878  1.394432   0.779528      0.216535  0.184581       c   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False
26      27 -0.289991 -0.171891       0.839031      5.644953  -0.490853       18.407756  1.124377   0.917323      0.444882  0.442214       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False
27      28  1.036621  1.029301      -0.208449     20.251969   1.056521        5.700155 -1.036069   0.956693      0.771654  0.364980       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False    True   False
28      29  0.405091 -1.148981      -0.208449      2.816034  -0.955065        9.501756  0.044154   0.811024      0.488189  0.118361       c   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False    True   False   False   False
29      30  0.133353 -0.180856      -0.208449     10.160344   1.623892       30.405227  0.854321   0.925197      0.488189  0.071518       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False
30      31  0.584987  1.656789      -1.255928     17.015032  -2.003841        8.001405  0.044154   0.913386      0.633858  0.161578       c   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False    True   False   False
31      32 -0.949811 -0.207748      -0.208449      6.406586   0.317220        8.247014  1.124377   0.917323      0.460630  0.316186       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False
32      33  1.202473 -0.288425      -0.208449     11.819613   0.179676       11.279753  0.854321   0.921260      0.511811  0.235466       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False    True   False   False   False
33      34  1.177770 -1.256550      -1.255928      7.712241  -0.112606       27.772938  0.044154   0.901575      0.590551  0.093963       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False    True   False   False   False
34      35  1.216618  1.468543      -0.208449     16.987831   1.864594       22.700576 -1.306124   0.877953      0.720472  0.301129       c   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False
35      36  0.165129 -0.494600      -0.208449      5.454545  -0.387695        5.240972  1.124377   0.874016      0.417323  0.238394       b   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False
36      37 -1.644993  1.576112       0.839031      9.534717  -1.677173        4.231839 -1.576180   0.826772      0.692913  0.203541       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False
37      38  0.719063  0.034283      -0.208449      2.000000  -0.817521       14.034846  0.854321   0.952756      0.531496  0.468423       c   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False    True   False   False   False
38      39  0.260357  0.590059      -0.208449     17.042233   0.128097       31.110018 -0.495957   0.996063      0.744094  0.147079       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False
39      40  0.108650  1.271332      -0.208449      3.632069  -0.456467       25.124631 -1.306124   0.917323      0.763780  0.305590       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False    True   False   False   False
40      41  0.214536  0.661772      -1.255928     13.533286   0.815819       31.126036 -0.225902   0.972441      0.696850  0.225289       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False    True   False   False   False
41      42  1.456579 -0.234640       1.886511      4.584109   0.145290       12.128706  1.394432   0.814961      0.228346  0.103862       d   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False
42      43  0.087533  0.885875       0.839031      6.896206   0.712660       35.247998 -1.846235   0.968504      0.877953  0.676844       b   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False
43      44  1.149580  1.109978      -0.208449     24.087330   2.036525        9.111985 -1.036069   0.948819      0.771654  0.386728       c   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False    True   False
44      45 -0.515908  1.459578       1.886511     14.485326   2.638281        9.688633 -2.386347   0.803150      0.767717  0.162693       b   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False
45      46  1.318918 -0.960734      -0.208449      6.080172  -1.006644       21.937052  0.584265   0.862205      0.500000  0.355918       d   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False
46      47 -0.099536 -0.449779      -0.208449      4.312097  -0.559625       19.219334  0.854321   0.905512      0.492126  0.337376       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False    True   False   False   False
47      48 -2.752861  0.079104       1.886511      3.822477  -0.679976        6.009836  0.584265   0.933071      0.468504  0.108881       a   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True
48      49  1.103659 -1.211730      -0.208449      7.467430  -0.061027        9.384291  0.044154   0.838583      0.531496  0.331103       c   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False    True   False   False   False
49      50  0.457984 -0.342210      -0.208449     12.934860   1.108100       22.129268  1.124377   0.885827      0.405512  0.351039       c   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False
50      51  0.041612  0.231494      -0.208449      9.697924   0.024939       30.821695  0.314210   0.972441      0.618110  0.499373       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False    True   False   False   False
51      52  0.041612  0.939659      -0.208449      2.816034  -0.679976        8.487284 -0.766013   0.968504      0.759843  0.047261       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False    True   False
52      53  0.976656 -0.449779      -1.255928      7.766643  -0.645590        3.281439  0.314210   0.933071      0.594488  0.185696       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False    True   False
53      54 -0.410022 -0.718703       0.839031     11.302792   2.294421        3.927498  1.124377   0.763780      0.283465  0.269622       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False
54      55 -0.212395 -1.140017       0.839031      5.372942  -0.301729       10.393424  0.044154   0.783465      0.460630  0.389377       b   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False
55      56  0.433281 -1.274478       0.839031     13.533286  -0.662783       20.159056 -0.225902   0.799213      0.523622  0.415307       c   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False    True   False   False   False
56      57  0.817877  0.867947      -0.208449      6.080172  -0.404888       16.704510 -1.036069   0.980315      0.803150  0.102049       c   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False    True   False
57      58  0.542653  0.670736      -1.255928     10.513958  -0.783135       15.188141  0.044154   0.948819      0.641732  0.125331       c   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False    True   False
58      59 -2.269451  1.665753       0.839031      9.289907   1.142486        7.029647 -1.306124   0.803150      0.645669  0.171476       f   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True
59      60 -0.170060 -1.005555       0.839031     18.810308   3.962146        8.038780  0.314210   0.755906      0.381890  0.090478       b   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False
60      61 -0.593504 -1.175873      -0.208449      8.528275   0.214062       15.775467  0.044154   0.807087      0.496063  0.352851       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False    True   False   False   False
61      62 -0.971028  0.097032      -1.255928      8.582677   0.747046       11.434593  0.584265   0.956693      0.598425  0.372229       a   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False
62      63 -1.182701 -0.252569      -1.255928      4.312097  -0.697169       10.046368  0.854321   0.929134      0.535433  0.124773       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False
63      64  1.078956  1.549220      -1.255928      3.142448  -0.800328       10.510889 -0.225902   0.909449      0.657480  0.170361       c   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False
64      65  0.613277 -0.584241      -0.208449     12.608447  -0.043834       28.974287  1.124377   0.846457      0.389764  0.138993       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False    True   False   False   False
65      66 -0.155916 -0.942806      -1.255928      4.448103  -1.006644       12.801461  0.314210   0.885827      0.531496  0.059111       c   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False    True   False
66      67 -1.157997  1.334081       0.839031      4.312097  -0.439274        5.700155 -1.576180   0.893701      0.775591  0.186393       f   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False
67      68 -1.916631  0.222530       2.933991      4.584109   0.059325        4.087677 -0.225902   0.944882      0.547244  0.156141       a   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True
68      69 -0.265387  0.195637      -0.208449      6.161775  -0.783135       14.654208  0.314210   0.968504      0.610236  0.331660       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False    True   False
69      70  0.165129 -0.996591      -0.208449      9.289907  -0.542432        4.717718  0.314210   0.858268      0.503937  0.263349       c   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False
70      71 -0.508836 -1.166909      -0.208449      8.365068  -0.353308       10.708445  0.314210   0.866142      0.547244  0.188903       b   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False
71      72  0.225095  0.975516      -0.208449     20.333572   0.987749       33.736968 -0.766013   0.964567      0.767717  0.473303       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False    True   False   False   False
72      73 -0.004209  1.585076      -0.208449      4.448103  -0.645590       33.838415 -0.495957   0.893701      0.661417  0.543148       c   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False
73      74 -0.085391  0.643843      -0.208449     11.112384  -0.370502       31.259519 -0.495957   0.996063      0.755906  0.581347       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False    True   False   False   False
74      75  0.200391  1.567148      -1.255928     13.533286  -0.284536       30.517353 -0.225902   0.917323      0.645669  0.192388       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False    True   False   False   False
75      76 -1.602659 -0.790416      -0.208449      3.822477  -0.594011        4.295911  0.854321   0.826772      0.405512  0.051025       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True
76      77  0.045198  1.782287      -0.208449     13.451682   0.351606        6.965575 -0.495957   0.846457      0.606299  0.253172       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False    True   False
77      78  0.006350  0.993444      -0.208449     14.240515   0.110904       32.359421 -1.306124   0.960630      0.807087  0.825596       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False    True   False   False   False
78      79  0.800246 -0.772488      -0.208449      4.937724  -0.490853       22.775327  0.854321   0.838583      0.417323  0.206050       c   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False
79      80 -0.900504  1.029301      -0.208449      4.937724  -0.473660        8.796965 -0.495957   0.956693      0.728346  0.486268       b   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False
80      81 -1.464997  1.414758       1.886511     10.813171   1.709857        5.529296 -2.926458   0.783465      0.803150  0.166597       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True
81      82  0.860211 -1.032447      -0.208449      2.816034  -0.817521        8.097513  0.314210   0.838583      0.484252  0.347972       c   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False    True   False   False   False
82      83 -0.515908  1.414758       0.839031      8.582677   0.815819        8.188282 -2.116291   0.834646      0.783465  0.342116       b   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False
83      84  0.517950  1.531291      -1.255928     22.400859  -2.330509        6.671912 -0.225902   0.913386      0.657480  0.138575       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False
84      85 -1.489700 -1.211730      -0.208449      2.000000  -0.817521        5.363777  0.044154   0.862205      0.551181  0.455458       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False
85      86 -1.651966 -1.229658       0.839031      7.168218   0.110904        6.976254 -0.225902   0.771654      0.484252  0.155444       a   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False
86      87 -1.412104  0.303207       0.839031      4.937724  -0.422081        7.382043  0.044154   0.988189      0.641732  0.210093       a   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False
87      88  0.256870 -0.037430       0.839031      9.289907  -0.095413       11.471969  0.854321   0.940945      0.488189  0.185696       c   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False    True   False   False   False
88      89  0.158057  0.294243      -0.208449     10.024338  -0.146992        9.037235  0.314210   0.976378      0.633858  0.214276       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False    True   False
89      90  1.096587 -0.969698      -0.208449      9.697924   0.145290        8.567374  0.584265   0.834646      0.468504  0.231005       c   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False    True   False   False   False
90      91  0.803732 -1.086232      -0.208449      9.017895  -0.198571       18.135450  0.314210   0.814961      0.476378  0.617873       c   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False    True   False   False   False
91      92  1.523617 -0.467707       0.839031     19.354331   2.483544        9.069271  1.394432   0.850394      0.358268  0.136205       c   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False    True   False   False
92      93  0.927249 -0.772488       0.839031     15.274159   1.090907        4.867219  0.854321   0.811024      0.374016  0.115015       c   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False    True   False
93      94  1.202473  1.154798      -0.208449      4.937724  -0.559625       10.462835 -0.766013   0.944882      0.744094  0.202705       c   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False    True   False
94      95  0.923763  1.280296      -1.255928     10.160344  -0.336115        4.509484  0.044154   0.937008      0.649606  0.204935       c   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False    True   False
95      96  1.135435  1.208583      -0.208449     18.810308   1.537927        4.867219 -1.036069   0.933071      0.759843  0.322320       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False    True   False
96      97  0.401505 -0.118107      -0.208449      9.534717  -1.556822        5.449206  0.854321   0.933071      0.484252  0.227659       c   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False    True   False   False   False
97      98 -0.088878 -0.449779      -1.255928      2.000000  -0.817521       11.989883  0.584265   0.921260      0.555118  0.062178       c   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False    True   False
98      99 -0.212395  0.518346      -0.208449     15.056550   0.729853       15.118730 -0.225902   0.996063      0.716535  0.264464       b   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False    True   False
99     100 -2.636416  1.163763       2.933991      8.582677   1.228452        9.181397 -3.736625   0.846457      0.929134  0.092151       a   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True
100    101  0.920177  0.016355       1.886511     11.520401   1.004942        8.230996  0.854321   0.917323      0.421260  0.307124       c   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False    True   False   False   False
101    102  0.165129  1.360973      -1.255928     16.715820  -0.353308       11.770971 -0.495957   0.925197      0.692913  0.086156       c   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False   False   False   False   False   False   False   False   False   False   False   False   False    True   False
