,id,job,area,income,aspect,subscriptions,dist_healthy,save_rate,dist_unhealthy,age,pop_dense,retail_dense,crime,product
17,18,dz,c,42728.0,21.65833333333333,1,2.0,0,10.083743150203738,48,0.9566929133858268,0.5748031496062992,0.0975881778893071,f
18,19,kd,c,66993.0,24.366666666666667,1,17.749463135289908,117,17.062245328087677,47,0.9803149606299212,0.6299212598425197,0.410846228913983,b
19,20,kd,c,55516.0,42.78333333333333,3,5.264137437365784,47,3.4789939581284246,39,0.65748031496063,0.5354330708661418,0.0213299874529485,b
20,21,bf,d,39363.0,17.433333333333334,2,10.813171080887615,137,7.670366727553745,50,0.8858267716535433,0.3976377952755905,0.1247734560156141,a
21,22,kd,c,67241.0,25.450000000000003,1,3.142448103078024,8,19.89742869186455,46,0.9921259842519684,0.6614173228346457,0.096333472745016,c
22,23,f8,b,71314.0,4.0,1,6.896206156048676,17,12.08599128846424,44,0.8307086614173228,0.5905511811023622,0.684650773734839,c
23,24,pz,a,58420.0,10.391666666666666,0,6.62419470293486,4,17.88450189686666,47,0.8976377952755905,0.547244094488189,0.2619545517914401,b
24,25,pq,c,55835.0,36.175,1,3.142448103078024,4,16.143880848672193,43,0.9291338582677166,0.7440944881889764,0.0853199498117942,c
25,26,nb,a,59377.0,15.7,3,6.950608446671438,41,4.562877616973443,51,0.7795275590551181,0.2165354330708661,0.1845810678934894,c
26,27,nb,a,54064.0,19.058333333333334,2,5.644953471725126,19,18.407756076998734,50,0.9173228346456692,0.4448818897637795,0.4422138575212603,b
27,28,qp,c,67382.0,33.575,1,20.251968503937007,109,5.7001545595054095,42,0.9566929133858268,0.7716535433070866,0.3649797853060086,b
28,29,pe,a,61042.0,7.25,1,2.816034359341446,-8,9.501756358016015,46,0.8110236220472441,0.4881889763779528,0.1183605186114596,c
29,30,nb,a,58314.0,18.950000000000003,1,10.16034359341446,142,30.40522692145567,49,0.9251968503937008,0.4881889763779528,0.0715181932245922,b
30,31,pe,b,62848.0,41.15833333333333,0,17.015032211882605,-69,8.001405086412813,46,0.9133858267716536,0.6338582677165354,0.1615781402481527,c
31,32,nb,a,47440.0,18.625,1,6.406585540443809,66,8.24701419137277,50,0.9173228346456692,0.4606299212598425,0.3161856963613551,b
32,33,pz,a,69047.0,17.65,1,11.819613457408732,58,11.279752704791346,49,0.9212598425196852,0.5118110236220472,0.2354663320786282,b
33,34,pz,a,68799.0,5.95,0,7.712240515390122,41,27.772938035689197,46,0.9015748031496064,0.5905511811023622,0.0939634741391328,b
34,35,kd,c,69189.0,38.88333333333333,1,16.987831066571225,156,22.70057608542925,41,0.8779527559055118,0.7204724409448819,0.3011292346298619,c
35,36,kd,c,,15.158333333333331,1,5.454545454545455,25,5.240972319797667,50,0.8740157480314961,0.4173228346456692,0.2383939774153074,b
36,37,kl,c,40461.0,40.18333333333334,2,9.534717251252683,-50,4.231839258114373,40,0.8267716535433071,0.6929133858267716,0.2035410567405548,b
37,38,pz,a,64194.0,21.55,1,2.0,0,14.034846143037797,49,0.952755905511811,0.531496062992126,0.4684232538686741,c
38,39,nb,a,59589.0,28.266666666666666,1,17.042233357193986,55,31.110018266123365,44,0.9960629921259844,0.7440944881889764,0.1470793252474557,b
39,40,pz,a,58066.0,36.5,1,3.632068718682892,21,25.12463116481664,41,0.9173228346456692,0.7637795275590551,0.3055904084762303,b
40,41,pz,a,59129.0,29.133333333333336,0,13.533285612025768,95,31.12603625122945,45,0.9724409448818898,0.6968503937007874,0.2252892792416004,b
41,42,e2,c,71598.0,18.3,3,4.584108804581245,56,12.128705915413798,51,0.8149606299212598,0.2283464566929134,0.1038617036107625,d
42,43,al,a,57854.0,31.84166666666667,2,6.896206156048676,89,35.24799775186174,39,0.968503937007874,0.8779527559055118,0.6768437195036944,b
43,44,vv,c,68516.0,34.55,1,24.0873299928418,166,9.111985387101306,42,0.9488188976377953,0.7716535433070866,0.3867280078070542,c
44,45,kd,c,51796.0,38.775,3,14.485325697924123,201,9.688632850920332,37,0.8031496062992126,0.7677165354330708,0.1626934337097448,b
45,46,kp,a,70216.0,9.525,1,6.08017179670723,-11,21.937052128705915,48,0.8622047244094488,0.5,0.355918025930573,d
46,47,pz,a,55976.0,15.7,1,4.31209735146743,15,19.21933398904033,49,0.905511811023622,0.4921259842519685,0.3373762721316046,b
47,48,bf,d,29339.0,22.09166666666667,3,3.822476735862563,8,6.009835604889701,48,0.9330708661417324,0.468503937007874,0.1088805241879269,a
48,49,pe,a,68055.0,6.491666666666666,1,7.467430207587688,44,9.384291133904735,46,0.8385826771653543,0.531496062992126,0.3311027464101492,c
49,50,nb,a,61573.0,17.0,1,12.934860415175375,112,22.129267949978924,50,0.8858267716535433,0.405511811023622,0.3510386170361076,c
50,51,pz,a,57393.0,23.93333333333333,1,9.697924123120972,49,30.82169453421385,47,0.9724409448818898,0.6181102362204725,0.4993726474278545,b
51,52,pe,c,57393.0,32.49166666666666,1,2.816034359341446,8,8.48728396796403,43,0.968503937007874,0.7598425196850394,0.0472605604349644,b
52,53,qp,c,66780.0,15.7,0,7.766642806012884,10,3.2814388084867216,47,0.9330708661417324,0.594488188976378,0.1856963613550815,b
53,54,nb,a,52859.0,12.45,2,11.302791696492484,181,3.9274975410987776,50,0.7637795275590551,0.2834645669291338,0.2696221943398856,b
54,55,kd,c,54843.0,7.358333333333333,2,5.37294201861131,30,10.393424195588029,46,0.7834645669291339,0.4606299212598425,0.3893768297783354,b
55,56,pz,a,61325.0,5.733333333333333,2,13.533285612025768,9,20.15905578193059,45,0.7992125984251969,0.5236220472440944,0.4153074027603513,c
56,57,vv,c,65186.0,31.625,1,6.08017179670723,24,16.704510327385133,42,0.9803149606299212,0.8031496062992126,0.1020493517356754,c
57,58,qp,c,62423.0,29.241666666666667,0,10.51395848246242,2,15.188141070675846,46,0.9488188976377953,0.6417322834645669,0.1253311027464101,c
58,59,kl,d,34192.0,41.266666666666666,2,9.289906943450251,114,7.029647323310384,41,0.8031496062992126,0.6456692913385826,0.1714763697197825,f
59,60,kd,c,55268.0,8.983333333333333,2,18.810307802433787,278,8.038780384993677,47,0.7559055118110236,0.3818897637795275,0.0904781820716576,b
60,61,pz,a,51017.0,6.925,1,8.528274874731569,60,15.77546719123226,46,0.8070866141732284,0.4960629921259842,0.3528509689111948,b
61,62,dz,c,47227.0,22.308333333333334,0,8.58267716535433,91,11.434593227483491,48,0.9566929133858268,0.5984251968503937,0.3722291928063572,a
62,63,nb,a,45102.0,18.083333333333336,0,4.31209735146743,7,10.046367851622875,49,0.9291338582677166,0.5354330708661418,0.1247734560156141,b
63,64,am,c,67807.0,39.85833333333333,0,3.142448103078024,1,10.510889419699312,45,0.9094488188976378,0.65748031496063,0.1703610762581904,c
64,65,pz,a,63132.0,14.075,1,12.608446671438797,45,28.974286918645497,50,0.8464566929133859,0.389763779527559,0.1389934476509131,b
65,66,qp,c,55410.0,9.741666666666667,0,4.448103078024338,-11,12.801461289869328,47,0.8858267716535433,0.531496062992126,0.0591105534643803,c
66,67,kl,c,45350.0,37.25833333333333,2,4.31209735146743,22,5.7001545595054095,40,0.8937007874015748,0.7755905511811023,0.1863934197685766,f
67,68,dz,d,37734.0,23.825,4,4.584108804581245,51,4.087677392159618,45,0.9448818897637796,0.547244094488189,0.1561410846228914,a
68,69,po,c,54311.0,23.5,1,6.161775232641374,2,14.654208233806376,47,0.968503937007874,0.610236220472441,0.3316603931409452,b
69,70,al,c,,9.091666666666669,1,9.289906943450251,16,4.717718139665589,47,0.8582677165354331,0.5039370078740157,0.2633486686184302,c
70,71,de,a,51867.0,7.033333333333333,1,8.365068002863278,27,10.708444569341015,47,0.8661417322834646,0.547244094488189,0.1889028300571588,b
71,72,pz,a,59235.0,32.925,1,20.333571939871156,105,33.73696782352115,43,0.9645669291338582,0.7677165354330708,0.4733026627631395,b
72,73,al,a,56933.0,40.29166666666666,1,4.448103078024338,10,33.838415062526344,44,0.8937007874015748,0.6614173228346457,0.5431479157953436,c
73,74,pz,a,56118.0,28.916666666666664,1,11.112383679312812,26,31.259519460446818,44,0.9960629921259844,0.7559055118110236,0.5813467168548725,b
74,75,pz,a,58987.0,40.075,0,13.533285612025768,31,30.517352817198255,45,0.9173228346456692,0.6456692913385826,0.192388122124634,b
75,76,kl,d,40886.0,11.583333333333332,1,3.822476735862563,13,4.29591119853871,49,0.8267716535433071,0.405511811023622,0.0510246758678377,b
76,77,qp,c,57429.0,42.675,1,13.451682176091625,68,6.965575382886047,44,0.8464566929133859,0.6062992125984252,0.2531716157814024,b
77,78,pz,a,57039.0,33.141666666666666,1,14.240515390121688,54,32.359421104397924,41,0.9606299212598424,0.8070866141732284,0.8255959849435383,b
78,79,nn,a,65009.0,11.8,1,4.937723693629206,19,22.77532668259098,49,0.8385826771653543,0.4173228346456692,0.206050467029137,c
79,80,de,a,47935.0,33.575,1,4.937723693629206,20,8.79696501334832,44,0.9566929133858268,0.7283464566929134,0.4862679492541475,b
80,81,kl,d,42268.0,38.23333333333333,3,10.813171080887615,147,5.529296051707179,35,0.7834645669291339,0.8031496062992126,0.1665969608253171,b
81,82,pe,a,65611.0,8.658333333333333,1,2.816034359341446,0,8.097512997049318,47,0.8385826771653543,0.484251968503937,0.3479715600167294,c
82,83,kd,c,51796.0,38.23333333333333,2,8.58267716535433,95,8.188281579317128,38,0.8346456692913385,0.7834645669291339,0.3421162693433709,b
83,84,nn,b,62175.0,39.641666666666666,0,22.40085898353615,-88,6.671912322607841,45,0.9133858267716536,0.65748031496063,0.1385752126028161,b
84,85,mm,a,42020.0,6.491666666666666,1,2.0,0,5.363776872277645,46,0.8622047244094488,0.5511811023622047,0.4554579673776662,b
85,86,dz,c,40391.0,6.275,2,7.1682176091624905,54,6.976254039623437,45,0.7716535433070866,0.484251968503937,0.1554440262093963,a
86,87,dz,c,42799.0,24.8,2,4.937723693629206,23,7.382042995644232,46,0.9881889763779528,0.6417322834645669,0.2100934058274083,a
87,88,pz,a,59554.0,20.683333333333334,2,9.289906943450251,42,11.471968526064352,49,0.9409448818897638,0.4881889763779528,0.1856963613550815,c
88,89,vv,c,58562.0,24.691666666666663,1,10.024337866857552,39,9.037234789939582,47,0.9763779527559056,0.6338582677165354,0.2142757563083786,b
89,90,pe,a,67984.0,9.416666666666668,1,9.697924123120972,56,8.567373893494448,48,0.8346456692913385,0.468503937007874,0.2310051582322598,c
90,91,pe,a,65044.0,8.008333333333333,1,9.017895490336436,36,18.135450330195308,47,0.8149606299212598,0.4763779527559055,0.6178725777220131,c
91,92,vv,b,72271.0,15.483333333333334,2,19.35433070866142,192,9.069270760151747,51,0.8503937007874016,0.358267716535433,0.1362052139969329,c
92,93,vv,c,66284.0,11.8,2,15.274158911954189,111,4.86721933398904,49,0.8110236220472441,0.374015748031496,0.1150146382266834,c
93,94,qp,c,69047.0,35.09166666666667,1,4.937723693629206,15,10.462835464381058,43,0.9448818897637796,0.7440944881889764,0.2027045866443608,c
94,95,qp,c,66249.0,36.60833333333333,0,10.16034359341446,28,4.509484333286498,46,0.937007874015748,0.6496062992125984,0.2049351735675449,c
95,96,qp,c,68374.0,35.74166666666667,1,18.810307802433787,137,4.86721933398904,42,0.9330708661417324,0.7598425196850394,0.3223198104001115,b
96,97,pe,a,61006.0,19.708333333333336,1,9.534717251252683,-43,5.44920612617676,49,0.9330708661417324,0.484251968503937,0.2276592778474836,c
97,98,qp,c,56083.0,15.7,0,2.0,0,11.989883377827736,48,0.9212598425196852,0.5551181102362205,0.0621776104837585,c
98,99,po,c,54843.0,27.4,1,15.056549749463136,90,15.118729801882814,45,0.9960629921259844,0.7165354330708661,0.2644639620800223,b
99,100,kl,d,30508.0,35.2,4,8.58267716535433,119,9.181396655894336,32,0.8464566929133859,0.9291338582677166,0.0921511222640457,a
100,101,pz,a,66213.0,21.33333333333333,3,11.520400858983535,106,8.230996206266685,49,0.9173228346456692,0.421259842519685,0.3071239369859194,c
101,102,nn,c,,37.583333333333336,0,16.71581961345741,27,11.770970914711254,44,0.9251968503937008,0.6929133858267716,0.0861564199079883,c
102,103,kl,c,49388.0,42.675,2,5.454545454545455,34,10.574961360123648,43,0.7952755905511811,0.5905511811023622,0.1709187229889864,e
103,104,qp,c,63840.0,17.108333333333334,1,10.16034359341446,73,2.640719404243361,50,0.8976377952755905,0.4409448818897638,0.1349505088526418,b
104,105,qp,b,65115.0,38.99166666666667,1,7.766642806012884,-5,8.70619643108051,43,0.905511811023622,0.6889763779527559,0.0954970026488219,c
105,106,kl,c,47971.0,24.58333333333333,3,8.365068002863278,71,12.18743852746944,46,0.9763779527559056,0.6181102362204725,0.2098145824620103,b
106,107,qp,c,59377.0,12.558333333333334,1,14.78453829634932,-1,10.815231136714909,49,0.8503937007874016,0.421259842519685,0.1870904781820716,b
107,108,pz,a,58314.0,40.94166666666666,1,6.62419470293486,43,24.20092735703246,42,0.84251968503937,0.6614173228346457,0.0676146661090199,c
108,109,pz,a,63982.0,40.61666666666667,1,4.31209735146743,14,9.507095686384712,43,0.8622047244094488,0.6653543307086615,0.3262233375156838,c
109,110,kd,c,62777.0,25.775,2,14.240515390121688,102,12.88689054376844,45,0.9960629921259844,0.6771653543307087,0.2714345462149728,b
110,111,pz,a,59589.0,24.258333333333336,1,24.0873299928418,124,33.76366446536462,47,0.9803149606299212,0.6259842519685039,0.5430085041126447,b
111,112,f8,a,69685.0,34.766666666666666,0,18.51109520400859,28,21.56329914289729,44,0.9448818897637796,0.7125984251968503,0.1909940052976439,c
112,113,nb,a,65399.0,41.59166666666667,1,18.103078024337865,-2,19.8493747365463,43,0.8503937007874016,0.6377952755905512,0.4482085598773177,c
113,114,bf,d,38124.0,41.80833333333333,2,10.813171080887615,148,6.75200224813826,42,0.8110236220472441,0.6299212598425197,0.1265858078907012,f
114,115,kw,c,53178.0,32.275,4,10.976377952755906,199,10.938035689194884,33,0.9173228346456692,0.9566929133858268,0.1976857660671964,b
115,116,pz,a,56472.0,30.758333333333333,1,8.201861130994988,27,32.25797386539273,42,0.984251968503937,0.7992125984251969,0.4236721037222919,b
116,117,by,c,43437.0,20.9,1,3.632068718682892,9,7.125755233946888,49,0.952755905511811,0.5551181102362205,0.2216645754914261,b
117,118,bf,d,40745.0,5.95,1,7.766642806012884,42,7.163130532527751,45,0.8149606299212598,0.5275590551181102,0.0467029137041684,a
118,119,pe,b,65824.0,39.31666666666667,0,13.098067287043664,84,4.274553885063932,46,0.9251968503937008,0.6417322834645669,0.357033319392165,b
119,120,rn,a,43295.0,8.766666666666666,2,3.822476735862563,21,5.630743290712379,47,0.7834645669291339,0.4173228346456692,0.1466610901993587,b
120,121,pe,a,56578.0,8.875,0,12.390837508947744,11,7.32331038358859,47,0.8976377952755905,0.5590551181102362,0.3055904084762303,b
121,122,mm,c,58243.0,38.55833333333333,2,4.31209735146743,26,14.814388084867218,40,0.8622047244094488,0.7480314960629921,0.13801756587202,b
122,123,bf,d,41276.0,36.825,0,7.1682176091624905,48,3.3188141070675847,44,0.9291338582677166,0.7007874015748031,0.0460058552906733,b
123,124,vv,c,54099.0,8.008333333333333,1,14.78453829634932,121,15.930307713924403,47,0.8346456692913385,0.4960629921259842,0.1214275756308378,b
124,125,pz,a,52505.0,9.091666666666669,1,7.467430207587688,21,14.349866516790785,47,0.8700787401574803,0.5196850393700787,0.2640457270319252,b
125,126,pz,a,66426.0,8.875,0,2.816034359341446,2,31.08866095264859,47,0.8779527559055118,0.5354330708661418,0.1020493517356754,c
126,127,pz,a,64442.0,10.175,2,13.533285612025768,86,24.19024870029507,48,0.7559055118110236,0.3425196850393701,0.4852920674752544,c
127,128,al,c,58846.0,5.083333333333333,1,5.264137437365784,28,8.567373893494448,45,0.8464566929133859,0.5708661417322834,0.0882475951484734,c
128,129,nn,b,65469.0,27.4,2,6.08017179670723,33,11.83504285513559,43,1.0,0.7519685039370079,0.5856684790185418,c
129,130,pz,a,64584.0,35.63333333333333,1,2.816034359341446,6,28.29085288745258,43,0.937007874015748,0.7283464566929134,0.1691063711138993,c
130,131,pe,b,68091.0,32.925,2,15.192555476020043,-66,4.941969931150766,39,0.9566929133858268,0.8622047244094488,0.4555973790603652,b
131,132,pz,a,56933.0,18.841666666666665,1,12.744452397995705,53,31.64395110299284,49,0.9291338582677166,0.515748031496063,0.630140805799526,b
132,133,dz,d,37450.0,14.075,2,9.534717251252683,92,6.778698889981734,51,0.7795275590551181,0.2598425196850393,0.1204516938519447,a
133,134,pz,a,61573.0,9.308333333333334,1,11.302791696492484,0,22.77532668259098,48,0.7992125984251969,0.4251968503937008,0.5092708768994841,c
134,135,pz,a,,4.108333333333333,1,7.87544738725841,64,10.31333427005761,44,0.8267716535433071,0.5866141732283464,0.3034992332357452,c
135,136,pe,c,62069.0,31.08333333333333,1,3.142448103078024,4,10.54292538991148,43,0.9803149606299212,0.7637795275590551,0.3062874668897253,c
136,137,al,b,71031.0,22.525,2,6.08017179670723,32,7.125755233946888,48,0.9645669291338582,0.5551181102362205,0.1633904921232399,d
137,138,nb,a,52611.0,21.33333333333333,3,5.644953471725126,65,23.07966839960657,49,0.9173228346456692,0.4251968503937008,0.7631395510943817,b
138,139,po,c,59554.0,12.883333333333333,1,2.0,0,13.276661514683152,49,0.84251968503937,0.405511811023622,0.4845950090617594,c
139,140,pz,a,57854.0,30.325000000000003,1,14.050107372942016,66,33.43262610650555,44,0.9803149606299212,0.7362204724409449,0.4299456294437473,b
140,141,pz,a,57499.0,21.98333333333333,1,12.390837508947744,72,30.07952789096529,48,0.9606299212598424,0.5787401574803149,0.6180119894047121,b
141,142,pz,a,61750.0,33.900000000000006,2,15.056549749463136,174,31.01924968385556,37,0.9291338582677166,0.8858267716535433,0.1310469817370695,b
142,143,nb,a,44429.0,21.008333333333333,1,3.142448103078024,-6,10.516228748068006,49,0.9488188976377953,0.5196850393700787,0.1456852084204656,b
143,144,pe,c,67347.0,14.183333333333334,1,4.584108804581245,6,14.504707039482929,50,0.8582677165354331,0.405511811023622,0.2442492680886658,c
144,145,qp,c,60581.0,33.141666666666666,1,4.937723693629206,27,10.53224673317409,44,0.9606299212598424,0.7401574803149606,0.0172870486546772,c
145,146,pz,a,57393.0,29.45833333333333,1,7.467430207587688,26,28.205423633553465,44,0.9881889763779528,0.7519685039370079,0.2958315906872996,c
146,147,de,a,47688.0,9.633333333333333,1,6.406585540443809,45,12.710692707601517,48,0.8582677165354331,0.4921259842519685,0.6736372508016172,b
147,148,kl,d,35786.0,39.641666666666666,3,4.584108804581245,43,3.1532949276380497,36,0.7598425196850394,0.7283464566929134,0.0172870486546772,a
148,149,nb,a,50982.0,22.95833333333333,2,8.528274874731569,60,5.048756498524659,48,0.9606299212598424,0.5393700787401575,0.0904781820716576,e
149,150,vv,c,50450.0,6.383333333333333,0,5.264137437365784,14,4.664324855978642,47,0.905511811023622,0.5905511811023622,0.383521539104977,b
150,151,gj,c,58420.0,28.7,1,26.67143879742305,191,16.143880848672193,44,0.9921259842519684,0.7401574803149606,0.1972675310190994,b
151,152,pz,a,44606.0,39.53333333333333,1,5.264137437365784,40,6.164676127581847,41,0.8622047244094488,0.7086614173228346,0.8933500627352572,b
152,153,kw,c,46341.0,40.18333333333334,2,4.448103078024338,37,8.983841506252634,39,0.7874015748031497,0.7007874015748031,0.2618151401087411,f
153,154,am,a,70429.0,41.7,2,9.534717251252683,40,8.583391878600533,42,0.8031496062992126,0.6299212598425197,0.1184999302941586,c
154,155,kd,c,57429.0,42.24166666666667,1,5.644953471725126,13,13.906702262189125,45,0.8740157480314961,0.6220472440944882,0.2310051582322598,c
155,156,pz,a,,29.891666666666666,1,12.989262705798138,86,33.36855416608121,43,0.9921259842519684,0.7755905511811023,0.4434685626655513,b
156,157,kd,c,68268.0,10.175,1,25.39298496778812,210,10.137136433890683,48,0.8188976377952756,0.4291338582677165,0.4399832705980761,c
157,158,kd,c,57854.0,13.533333333333331,1,2.816034359341446,9,9.731347477869887,50,0.8385826771653543,0.3779527559055118,0.1810957758260142,b
158,159,qp,c,58066.0,27.508333333333333,1,6.08017179670723,5,10.158493747365464,46,0.984251968503937,0.6889763779527559,0.0882475951484734,b
159,160,pe,c,61113.0,25.883333333333333,1,2.816034359341446,6,16.645777715329494,46,0.9921259842519684,0.6771653543307087,0.1751010734699568,b
160,161,pe,c,61856.0,33.25,1,3.632068718682892,8,9.213432626106506,43,0.9606299212598424,0.7637795275590551,0.2218039871741252,c
161,162,bf,d,37946.0,25.450000000000003,0,12.744452397995705,69,7.125755233946888,47,0.9606299212598424,0.6338582677165354,0.192666945490032,a
162,163,pz,a,61183.0,13.316666666666666,1,8.963493199713671,18,28.46171139525081,50,0.8503937007874016,0.405511811023622,0.261257493377945,c
163,164,kl,c,47440.0,39.96666666666667,3,7.1682176091624905,75,11.573415765069551,37,0.7716535433070866,0.7086614173228346,0.3674891955945908,f
164,165,vv,c,56508.0,37.69166666666667,1,4.448103078024338,22,17.740340030911902,43,0.9133858267716536,0.7125984251968503,0.1833263627491984,b
165,166,mm,a,48183.0,17.433333333333334,0,2.0,0,7.723760011240691,48,0.9291338582677166,0.5551181102362205,0.2651610204935173,c
166,167,pe,a,65469.0,42.78333333333333,1,3.632068718682892,11,11.028804271462697,44,0.8267716535433071,0.5984251968503937,0.0591105534643803,c
167,168,qp,b,65080.0,27.508333333333333,1,8.528274874731569,18,5.44920612617676,45,0.9960629921259844,0.7165354330708661,0.3532692039592918,c
168,169,pe,a,59341.0,40.50833333333333,0,2.0,0,17.393283686946745,45,0.9133858267716536,0.6417322834645669,0.0846228913982991,c
169,170,dz,c,46023.0,17.108333333333334,2,7.712240515390122,57,10.729801882815792,51,0.8582677165354331,0.3385826771653543,0.3554997908824759,a
170,171,pz,a,57570.0,40.725,2,4.31209735146743,12,9.523113671490798,42,0.8346456692913385,0.6692913385826772,0.3053115851108323,c
171,172,vv,c,60121.0,7.358333333333333,2,15.274158911954189,32,11.38653927216524,46,0.7952755905511811,0.468503937007874,0.1362052139969329,c
172,173,pz,a,46696.0,16.35,0,2.816034359341446,-5,10.457496136012365,48,0.9212598425196852,0.5433070866141733,0.7571448487383242,b
173,174,dz,d,43047.0,38.45,4,6.161775232641374,65,5.022059856681185,32,0.7283464566929134,0.7992125984251969,0.1481946187090478,b
174,175,pz,a,64336.0,14.616666666666664,0,10.405153901216892,14,33.58746662919769,47,0.9291338582677166,0.594488188976378,0.1343928621218458,c
175,176,pz,a,51301.0,13.208333333333334,1,6.08017179670723,26,10.516228748068006,50,0.8346456692913385,0.3818897637795275,0.2869092429945629,b
176,177,by,c,43933.0,36.175,0,15.274158911954189,128,5.753547843192356,46,0.937007874015748,0.6299212598425197,0.1626934337097448,f
177,178,pz,a,44216.0,19.6,1,7.87544738725841,42,7.766474638190248,49,0.937007874015748,0.5236220472440944,0.0451693851944793,b
178,179,pz,a,68693.0,25.991666666666667,2,7.467430207587688,47,19.411549810313332,44,0.9960629921259844,0.6968503937007874,0.4139132859333612,c
179,180,kl,d,34865.0,12.558333333333334,2,9.534717251252683,26,6.805395531825207,50,0.7795275590551181,0.2992125984251969,0.0975881778893071,a
180,181,po,c,47333.0,21.33333333333333,2,4.31209735146743,2,20.911901081916536,49,0.9448818897637796,0.5,0.2843998327059807,b
181,182,pz,a,58987.0,36.60833333333333,2,10.16034359341446,78,33.656877897990725,39,0.8937007874015748,0.8070866141732284,0.2011710581346716,b
182,183,pz,a,,37.25833333333333,2,8.71868289191124,87,30.18097512997049,37,0.8543307086614174,0.8188976377952756,0.0954970026488219,b
183,184,qp,c,60050.0,9.091666666666669,2,8.93629205440229,49,10.61233665870451,47,0.7913385826771654,0.421259842519685,0.1780287188066359,c
184,185,qp,c,65115.0,39.31666666666667,1,8.201861130994988,43,13.917380918926511,44,0.9094488188976378,0.6732283464566929,0.0872717133695803,c
185,186,pz,a,57252.0,40.4,3,6.760200429491769,66,5.379794857383729,37,0.7480314960629921,0.6889763779527559,0.3529903805938937,c
186,187,nn,c,62848.0,40.075,1,2.0,0,23.068989742869185,43,0.8740157480314961,0.6771653543307087,0.2600027882336539,c
187,188,pz,a,59235.0,18.625,1,6.896206156048676,0,11.023464943094,50,0.9212598425196852,0.4724409448818897,0.1760769552488498,c
188,189,by,c,37840.0,26.53333333333333,0,9.344309234073013,59,4.023605451735282,46,0.9645669291338582,0.6496062992125984,0.0953575909661229,a
189,190,vv,c,65009.0,41.80833333333333,1,13.533285612025768,91,18.861598988337786,43,0.8464566929133859,0.6338582677165354,0.3607974348250383,c
190,191,nb,a,64478.0,13.641666666666667,1,5.644953471725126,24,8.79696501334832,50,0.84251968503937,0.3858267716535433,0.3266415725637808,b
191,192,pz,a,55728.0,11.366666666666667,0,6.08017179670723,16,27.19629057187017,48,0.889763779527559,0.5236220472440944,0.2554022027045866,e
192,193,kl,c,49884.0,12.558333333333334,3,4.584108804581245,32,14.371223830265562,50,0.6771653543307087,0.1456692913385826,0.0939634741391328,b
193,194,pz,a,61148.0,38.125,0,4.448103078024338,15,24.152873401714206,45,0.9251968503937008,0.6771653543307087,0.3111668757841907,b
194,195,pz,a,56331.0,42.675,0,10.405153901216892,0,23.96599690880989,45,0.889763779527559,0.6141732283464567,0.6617872577722013,b
