,id,income,aspect,subscriptions,dist_healthy,save_rate,dist_unhealthy,age,pop_dense,retail_dense,crime,product,job_11,job_al,job_am,job_ax,job_bf,job_by,job_cv,job_de,job_dz,job_e2,job_f8,job_gj,job_gv,job_kd,job_ke,job_kl,job_kp,job_ks,job_kw,job_mm,job_nb,job_nn,job_ob,job_pe,job_po,job_pq,job_pz,job_qp,job_qw,job_rn,job_sa,job_vv,job_zz,area_a,area_b,area_c,area_d
28,29,0.4050908203404152,-1.1489806701503407,-0.20844851356517272,2.816034359341446,-0.9550650911505969,9.501756358016015,0.044154099574808495,0.8110236220472441,0.4881889763779528,0.1183605186114596,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
29,30,0.13335336380545096,-0.1808556199165844,-0.20844851356517272,10.16034359341446,1.6238917612529267,30.40522692145567,0.8543210642501983,0.9251968503937008,0.4881889763779528,0.0715181932245922,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
30,31,0.5849873916388556,1.6567891513604522,-1.255928481229357,17.015032211882605,-2.0038408777946963,8.001405086412813,0.044154099574808495,0.9133858267716536,0.6338582677165354,0.1615781402481527,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
31,32,-0.9498112631597988,-0.20774798242307785,-0.20844851356517272,6.406585540443809,0.3172202893684747,8.24701419137277,1.1243767191419949,0.9173228346456692,0.4606299212598425,0.3161856963613551,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
32,33,1.2024729096228157,-0.2884250699425576,-0.20844851356517272,11.819613457408732,0.17967592390695344,11.279752704791346,0.8543210642501983,0.9212598425196852,0.5118110236220472,0.2354663320786282,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
33,34,1.1777695044832737,-1.2565501201763136,-1.255928481229357,7.712240515390122,-0.11260585269877921,27.772938035689197,0.044154099574808495,0.9015748031496064,0.5905511811023622,0.0939634741391328,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
34,35,1.2166176012752956,1.4685426138149997,-0.20844851356517272,16.987831066571225,1.864594400810589,22.70057608542925,-1.3061241748841745,0.8779527559055118,0.7204724409448819,0.3011292346298619,c,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
35,36,0.16512911477123307,-0.49459984915900573,-0.20844851356517272,5.454545454545455,-0.38769458362182174,5.240972319797667,1.1243767191419949,0.8740157480314961,0.4173228346456692,0.2383939774153074,b,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
36,37,-1.644992974727803,1.576112063840973,0.8390314540990115,9.534717251252683,-1.6771730098235833,4.231839258114373,-1.576179829775971,0.8267716535433071,0.6929133858267716,0.2035410567405548,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
37,38,0.719063130823629,0.034283280135361235,-0.20844851356517272,2.0,-0.8175207256890756,14.034846143037797,0.8543210642501983,0.952755905511811,0.531496062992126,0.4684232538686741,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
38,39,0.2603567571639845,0.590058771936221,-0.20844851356517272,17.042233357193986,0.12809678685888298,31.110018266123365,-0.4959572102087847,0.9960629921259844,0.7440944881889764,0.1470793252474557,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
39,40,0.10864995866590875,1.2713319554340494,-0.20844851356517272,3.632068718682892,-0.4564667663525823,25.12463116481664,-1.3061241748841745,0.9173228346456692,0.7637795275590551,0.3055904084762303,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
40,41,0.2145359250503175,0.6617717386202033,-1.255928481229357,13.533285612025768,0.8158186141664893,31.12603625122945,-0.2259015553169881,0.9724409448818898,0.6968503937007874,0.2252892792416004,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
41,42,1.4565793068444777,-0.234640344929571,1.8865114217631958,4.584108804581245,0.14528983254157313,12.128705915413798,1.3944323740337914,0.8149606299212598,0.2283464566929134,0.1038617036107625,d,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
42,43,0.08753253169178396,0.8858747595076467,0.8390314540990115,6.896206156048676,0.7126603400703483,35.24799775186174,-1.8462354846677678,0.968503937007874,0.8779527559055118,0.6768437195036944,b,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
43,44,1.1495797316829088,1.1099777803950899,-0.20844851356517272,24.0873299928418,2.0365248576374904,9.111985387101306,-1.0360685199923778,0.9488188976377953,0.7716535433070866,0.3867280078070542,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
44,45,-0.5159079051442913,1.459578492979502,1.8865114217631958,14.485325697924123,2.638281456531646,9.688632850920332,-2.3863467944513608,0.8031496062992126,0.7677165354330708,0.1626934337097448,b,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
45,46,1.3189175894942868,-0.960734132604888,-0.20844851356517272,6.08017179670723,-1.0066442281986674,21.937052128705915,0.5842654093584017,0.8622047244094488,0.5,0.355918025930573,d,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
46,47,-0.09953599593749128,-0.4497792449815169,-0.20844851356517272,4.31209735146743,-0.5596250404487233,19.21933398904033,0.8543210642501983,0.905511811023622,0.4921259842519685,0.3373762721316046,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
47,48,-2.7528610068325947,0.07910388431285004,1.8865114217631958,3.822476735862563,-0.6799763602275544,6.009835604889701,0.5842654093584017,0.9330708661417324,0.468503937007874,0.1088805241879269,a,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
48,49,1.103659289064647,-1.2117295159988248,-0.20844851356517272,7.467430207587688,-0.061026715650708746,9.384291133904735,0.044154099574808495,0.8385826771653543,0.531496062992126,0.3311027464101492,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
49,50,0.4579839982803221,-0.342209794955544,-0.20844851356517272,12.934860415175375,1.108100390772222,22.129267949978924,1.1243767191419949,0.8858267716535433,0.405511811023622,0.3510386170361076,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
50,51,0.04161208907352204,0.2314939385163112,-0.20844851356517272,9.697924123120972,0.02493851276274204,30.82169453421385,0.3142097544666051,0.9724409448818898,0.6181102362204725,0.4993726474278545,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
51,52,0.04161208907352204,0.9396594845206325,-0.20844851356517272,2.816034359341446,-0.6799763602275544,8.48728396796403,-0.7660128651005813,0.968503937007874,0.7598425196850394,0.0472605604349644,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
52,53,0.9766558957061134,-0.4497792449815169,-1.255928481229357,7.766642806012884,-0.6455902688621741,3.2814388084867216,0.3142097544666051,0.9330708661417324,0.594488188976378,0.1856963613550815,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
53,54,-0.41002193875988263,-0.7187028700464492,0.8390314540990115,11.302791696492484,2.294420542877843,3.9274975410987776,1.1243767191419949,0.7637795275590551,0.2834645669291338,0.2696221943398856,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
54,55,-0.212394697643545,-1.1400165493148429,0.8390314540990115,5.37294201861131,-0.3017293552083709,10.393424195588029,0.044154099574808495,0.7834645669291339,0.4606299212598425,0.3893768297783354,b,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
55,56,0.4332805931407799,-1.274478361847309,0.8390314540990115,13.533285612025768,-0.6627833145448643,20.15905578193059,-0.2259015553169881,0.7992125984251969,0.5236220472440944,0.4153074027603513,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
56,57,0.8178767513817978,0.8679465178366511,-0.20844851356517272,6.08017179670723,-0.4048876293045119,16.704510327385133,-1.0360685199923778,0.9803149606299212,0.8031496062992126,0.1020493517356754,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
57,58,0.5426529271860111,0.6707358594557008,-1.255928481229357,10.51395848246242,-0.7831346343236953,15.188141070675846,0.044154099574808495,0.9488188976377953,0.6417322834645669,0.1253311027464101,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
58,59,-2.2694512280334083,1.66575327219595,0.8390314540990115,9.289906943450251,1.1424864821376024,7.029647323310384,-1.3061241748841745,0.8031496062992126,0.6456692913385826,0.1714763697197825,f,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
59,60,-0.1700602331907005,-1.005554736782377,0.8390314540990115,18.810307802433787,3.962145974098788,8.038780384993677,0.3142097544666051,0.7559055118110236,0.3818897637795275,0.0904781820716576,b,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
60,61,-0.5935044882237405,-1.1758730326568338,-0.20844851356517272,8.528274874731569,0.21406201527233376,15.77546719123226,0.044154099574808495,0.8070866141732284,0.4960629921259842,0.3528509689111948,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
61,62,-0.9710283006385185,0.09703212598384538,-1.255928481229357,8.58267716535433,0.7470464314357286,11.434593227483491,0.5842654093584017,0.9566929133858268,0.5984251968503937,0.3722291928063572,a,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
62,63,-1.182700622902741,-0.25256858660056636,-1.255928481229357,4.31209735146743,-0.6971694059102446,10.046367851622875,0.8543210642501983,0.9291338582677166,0.5354330708661418,0.1247734560156141,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
63,64,1.0789558839251048,1.549219701334479,-1.255928481229357,3.142448103078024,-0.8003276800063854,10.510889419699312,-0.2259015553169881,0.9094488188976378,0.65748031496063,0.1703610762581904,c,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
64,65,0.6132767749438153,-0.584241057513983,-0.20844851356517272,12.608446671438797,-0.04383366996801859,28.974286918645497,1.1243767191419949,0.8464566929133859,0.389763779527559,0.1389934476509131,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
65,66,-0.15591554153822065,-0.9428058909338926,-1.255928481229357,4.448103078024338,-1.0066442281986674,12.801461289869328,0.3142097544666051,0.8858267716535433,0.531496062992126,0.0591105534643803,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
66,67,-1.1579972177631987,1.3340808012825336,0.8390314540990115,4.31209735146743,-0.4392737206698922,5.7001545595054095,-1.576179829775971,0.8937007874015748,0.7755905511811023,0.1863934197685766,f,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
67,68,-1.9166308207581724,0.22252981768081367,2.93399138942738,4.584108804581245,0.059324604128122356,4.087677392159618,-0.2259015553169881,0.9448818897637796,0.547244094488189,0.1561410846228914,a,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
68,69,-0.2653874860880468,0.19563745517432052,-0.20844851356517272,6.161775232641374,-0.7831346343236953,14.654208233806376,0.3142097544666051,0.968503937007874,0.610236220472441,0.3316603931409452,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
69,70,0.16512911477123307,-0.9965906159468789,-0.20844851356517272,9.289906943450251,-0.5424319947660331,4.717718139665589,0.3142097544666051,0.8582677165354331,0.5039370078740157,0.2633486686184302,c,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
70,71,-0.5088355593180515,-1.1669089118213363,-0.20844851356517272,8.365068002863278,-0.3533084922564414,10.708444569341015,0.3142097544666051,0.8661417322834646,0.547244094488189,0.1889028300571588,b,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
71,72,0.22509463853737988,0.9755159678626237,-0.20844851356517272,20.333571939871156,0.9877490709933908,33.73696782352115,-0.7660128651005813,0.9645669291338582,0.7677165354330708,0.4733026627631395,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
72,73,-0.004208743040144949,1.5850761846764696,-0.20844851356517272,4.448103078024338,-0.6455902688621741,33.838415062526344,-0.4959572102087847,0.8937007874015748,0.6614173228346457,0.5431479157953436,c,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
73,74,-0.08539130428501147,0.6438434969492074,-0.20844851356517272,11.112383679312812,-0.37050153793913154,31.259519460446818,-0.4959572102087847,0.9960629921259844,0.7559055118110236,0.5813467168548725,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
74,75,0.20039123339783765,1.567147943005475,-1.255928481229357,13.533285612025768,-0.28453630952568076,30.517352817198255,-0.2259015553169881,0.9173228346456692,0.6456692913385826,0.192388122124634,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
75,76,-1.6026585102749584,-0.7904158367304311,-0.20844851356517272,3.822476735862563,-0.5940111318141036,4.29591119853871,0.8543210642501983,0.8267716535433071,0.405511811023622,0.0510246758678377,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
76,77,0.04519806723893946,1.7822868430574206,-0.20844851356517272,13.451682176091625,0.35160638073385503,6.965575382886047,-0.4959572102087847,0.8464566929133859,0.6062992125984252,0.2531716157814024,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
77,78,0.006349970446917445,0.9934442095336194,-0.20844851356517272,14.240515390121688,0.11090374117619282,32.359421104397924,-1.3061241748841745,0.9606299212598424,0.8070866141732284,0.8255959849435383,b,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
78,79,0.8002456920684955,-0.7724875950594355,-0.20844851356517272,4.937723693629206,-0.49085285771796267,22.77532668259098,0.8543210642501983,0.8385826771653543,0.4173228346456692,0.206050467029137,c,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
